hex_id,lat,lng
881e30d235fffff,49.735028615016056,13.360364353479202
881e30d25dfffff,49.77830856757167,13.35485168788957
881e30d2dbfffff,49.769490024593466,13.462830911924952
881e30d283fffff,49.74305616118005,13.450033916320553
881e30d215fffff,49.7539552055217,13.376094165637273
881e30d241fffff,49.77441151465323,13.333173082326594
881e346d3dfffff,49.78246172306463,13.422879712404567
881e30d053fffff,49.72206811464536,13.400291563065018
881e346d23fffff,49.7767624247846,13.413519017727543
881e30d01bfffff,49.71272952504127,13.415575864059026
881e346dedfffff,49.78452365642608,13.456902903284016
881e30d299fffff,49.75445270066034,13.468756579835373
881e30d041fffff,49.721803919337134,13.35398875244558
881e30d28bfffff,49.75057577800051,13.44707009341946
881e30d207fffff,49.75006163510155,13.354420051179273
881e30d23dfffff,49.74254558656336,13.357392495334361
881e30d2e9fffff,49.750327920804416,13.40074103588593
881e30d253fffff,49.774688211522154,13.379506039786971
881e30d29dfffff,49.748754932674196,13.45939435309014
881e30d2d5fffff,49.75809447206958,13.44410568545231
881e346d3bfffff,49.78634255398435,13.444572589055939
881e346d25fffff,49.772875883998275,13.39183311282242
881e30d2c7fffff,49.75421317031401,13.422421349585303
881e30d205fffff,49.751870941561,13.342097601554984
881e346d2dfffff,49.780390025116255,13.388862633163637
881e30d295fffff,49.74123463982259,13.462356950602402
881e30d2a5fffff,49.72025104920109,13.412610068717031
881e30d227fffff,49.73113196623474,13.33869799534323
881e30d251fffff,49.776499106036844,13.367178897762468
881e30d057fffff,49.716363577345035,13.390941228088124
881e30d2cdfffff,49.76354638198019,13.407128784592706
881e30d219fffff,49.767173824108944,13.382477157798085
881e346d21fffff,49.77857694157397,13.401190860950315
881e30d2adfffff,49.727771651008275,13.409643688385911
881e30d051fffff,49.72388374834268,13.387972986597857
881e30d2c1fffff,49.761730511600426,13.419454491263737
881e30d059fffff,49.73140299681002,13.38500415976489
881e30d22bfffff,49.744355570500765,13.345071268400117
881e30d247fffff,49.76689891378738,13.336148508675652
881e30d203fffff,49.755766699206205,13.363770626993619
881e30d05bfffff,49.7295880398729,13.397323959352775
881e30d2d1fffff,49.7637927502393,13.45346740324332
881e30d285fffff,49.739175719104644,13.42835331012243
881e30d20bfffff,49.76328157874978,13.360798233650684
881e30d217fffff,49.7521422793974,13.388417635647915
881e30d0c5fffff,49.703387228930005,13.43085706151655
881e346d31fffff,49.780645016263286,13.435208949580314
881e30d2a9fffff,49.733474185979475,13.418997604066584
881e30d2ddfffff,49.765612243236646,13.441140692261714
881e30d2e3fffff,49.74099361920512,13.416031277281018
881e30d243fffff,49.77260424115766,13.34549920107891
881e30d20dfffff,49.75938538937328,13.339123348365955
881e30d2d3fffff,49.76197182406428,13.465794038392735
881e346d27fffff,49.771062123436224,13.404160115728155
881e30d201fffff,49.7575767604802,13.351447020856623
881e346de5fffff,49.77700730209748,13.459867200274552
881e30d2d7fffff,49.756274302863325,13.456431170689578
881e30d23bfffff,49.746438725550206,13.379064749441877
881e30d289fffff,49.75239519053804,13.434745758537941
881e30d049fffff,49.729322059238214,13.351016843688125
881e30d2d9fffff,49.77131027465165,13.450503050593953
881e30d2ebfffff,49.74851212971419,13.41306436521171
881e30d223fffff,49.736839276342984,13.348044349058737
881e30d237fffff,49.733216521848114,13.372684290760814
881e30d2b5fffff,49.72231389257021,13.446602440771384
881e30d233fffff,49.7389213225961,13.382034747431986
881e30d21dfffff,49.76147076236015,13.373122995860788
881e30d2e7fffff,49.73529133031181,13.406676722908523
881e30d2e5fffff,49.73710704250795,13.39435577031735
881e346d2bfffff,49.78427699638193,13.410550402197977
881e346d35fffff,49.77494647471971,13.425847102354467
881e30d2c9fffff,49.76924692980739,13.416487047363656
881e30d28dfffff,49.74669490609856,13.425387622485758
881e30d04bfffff,49.72751072061025,13.36333562577112
881e30d211fffff,49.759658513350615,13.385447689699244
881e30d25bfffff,49.78220167544022,13.376534335508428
881e30d281fffff,49.74487624992966,13.437710806568505
881e30d0c9fffff,49.71661262296026,13.437246863022752
881e30d2e1fffff,49.74281008696078,13.403709172127632
881e30d2a7fffff,49.718432551981934,13.424928502415655
881e30d0cdfffff,49.71091035151215,13.427893074293562
881e30d2a3fffff,49.724134577384525,13.434282930233705
881e30d231fffff,49.74073417060491,13.36971365539133
881e30d013fffff,49.70520707868006,13.418541074569118
881e30d209fffff,49.76509096254894,13.348473404208976
881e30d239fffff,49.748250896441135,13.366742434188023
881e30d2a1fffff,49.72595383018809,13.421963345725727
881e30d21bfffff,49.765360819473536,13.394803006390745
881e30d2edfffff,49.74462512239968,13.391386995801499
881e30d213fffff,49.75784483169215,13.397772314026096
881e30d2c3fffff,49.75991320830615,13.43178012526367
881e30d011fffff,49.707025497016886,13.40622501514871
881e30d287fffff,49.737356386631674,13.440675269512749
881e30d2cbfffff,49.767430303083486,13.428813906588337
881e30d043fffff,49.71999190349673,13.366306312367318
881e30d05dfffff,49.725697950321425,13.375654340453782
881e346d37fffff,49.7731290913513,13.438175113690196
881e30d2c5fffff,49.756029717356064,13.410096867701405
881e30d2b9fffff,49.73553562175888,13.452997154312856
881e30d2bdfffff,49.72983560079487,13.443639147527971
881e346d33fffff,49.77882687595007,13.447538112584011
881e30d055fffff,49.71817845617566,13.378623804627482
881e30d257fffff,49.76898539591524,13.370151239955018
881e30d019fffff,49.714547266976304,13.403258581611272
881e30d255fffff,49.77079553492163,13.357825254001822
881e30d2abfffff,49.731655609483006,13.431318412652647
881e30d0c1fffff,49.70908974636142,13.440210211176993
